ErrorTROETID,FirmTROETID,ErrorTCode,ErrorTReason,ErrorTType,RepairTStatus,CATTReporterTCRD,CATTReporterTIMID,SubmitterTID,OrderTID,OrderTKeyTDate,TradeTID,TradeTKeyTDate,FulfillmentTID,FulfillmentTKeyTDate,QuoteTID,QuoteTKeyTDate,AllocationTID,AllocationTKeyTDate,Symbol,OptionTID,EventTType,EventTTimestamp,SeqTNo,Side,Price,Quantity,SenderTIMID,ReceiverTIMID,Destination,RoutedTOrderTID,Session,TapeTTradeTID,ParentTOrderTID,ParentTOrderTKeyTDate,PriorTOrderTID,PriorTOrderTKeyTDate,PriorTFulfillmentTID,PriorTFillTKeyTDate,PriorTQuoteTID,PriorTQuoteTKeyTDate,PriorTAllocationTID,PriorTAllocationTKeyTDate,RoutingTParty,Exchange,ReportingTSideTExecutingTMPID,ReportingTSideTTradeTID,ContraTSideTExecutingTMPID,ContraTSideTTradeTID,MarketTCenterTID,FirmTDesignatedTID,RepairTTimestamp,RepairedTBy,RepairTType,RepairTOrg.TID,RepairTSource,CorrectionTDue,FileTName
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105318.227155117,,Short,21.35,100,VCVW,NYSE,,VCW52600176521,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T101436.888173853,,Sell,21.47,596,VCVW,NYSE,,VCW52600150001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100602.197038761,,Short,8.68,1,VCVW,NYSE,,VCW52600141950,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152559.637716604,,Sell,22.52,625,VCVW,NYSE,,VCW52600306596,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100821.614682854,,Sell,19.04,100,VCVW,NYSE,,VCW52600144179,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130942.697794995,,Sell,62.73,10,VCVW,NYSE,,VCW52600241986,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133151.747272284,,Buy,24.55,500,VCVW,NYSE,,VCW52600253876,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T095338.647904115,,Sell,21.45,596,VCVW,NYSE,,VCW52600129379,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T102755.580172064,,Buy,8.94,391,VCVW,NYSE,,VCW52600160577,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101856.139026425,,Buy,59.7,100,VCVW,NYSE,,VCW52600153513,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111420.639368519,,Sell,19.76,47,VCVW,NYSE,,VCW52600187762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T112349.935635235,,Buy,21.49,400,VCVW,NYSE,,VCW52600192820,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110427.462613105,,Buy,22.35,100,VCVW,NYSE,,VCW52600182211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T132516.203996356,,Sell,17.93,100,VCVW,NYSE,,VCW52600250236,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113559.236853153,,Sell,20.38,500,VCVW,NYSE,,VCW52600199521,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T144827.297075353,,Sell,19.55,100,VCVW,NYSE,,VCW52600289538,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T082242.863853468,,Buy,152.7,50,VCVW,NYSE,,VCW52600047705,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093007.232506277,,Sell,16.68,100,VCVW,NYSE,,VCW52600098729,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092739.739931439,,Buy,,100,VCVW,NYSE,,VCW52600093487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094526.793900867,,Buy,23.06,200,VCVW,NYSE,,VCW52600120339,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122414.457970249,,Sell,23.45,100,VCVW,NYSE,,VCW52600221090,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T120143.181270463,,Sell,20.35,125,VCVW,NYSE,,VCW52600211760,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T092947.294469223,,Short,3.65,2000,VCVW,NYSE,,VCW52600097838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094310.359862942,,Sell,13.6,47,VCVW,NYSE,,VCW52600117961,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140830.256389970,,Buy,7428.43,9,VCVW,NYSE,,VCW52600270614,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110545.368718563,,Sell,24.69,200,VCVW,NYSE,,VCW52600183088,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095113.939584866,,Buy,23.08,100,VCVW,NYSE,,VCW52600126922,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T120326.446894907,,Sell,23.69,100,VCVW,NYSE,,VCW52600212639,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123309.647969968,,Sell,22.03,100,VCVW,NYSE,,VCW52600225012,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135336.111265889,,Sell,3.68,100,VCVW,NYSE,,VCW52600264402,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103412.433342370,,Buy,21.21,100,VCVW,NYSE,,VCW52600164731,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154610.961936120,,Buy,14.43,300,VCVW,NYSE,,VCW52600316437,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142520.546050642,,Sell,20.22,3,VCVW,NYSE,,VCW52600279191,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T140734.523572970,,Buy,21.62,100,VCVW,NYSE,,VCW52600270312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T103629.862626121,,Short,23.43,100,VCVW,NYSE,,VCW52600166194,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110340.310467596,,Buy,20.64,200,VCVW,NYSE,,VCW52600181605,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124702.577416500,,Sell,18.04,92,VCVW,NYSE,,VCW52600230727,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121713.516150581,,Sell,23.19,450,VCVW,NYSE,,VCW52600218522,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T102020.424539263,,Buy,21.29,3,VCVW,NYSE,,VCW52600154524,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T142214.939255984,,Sell,32.27,100,VCVW,NYSE,,VCW52600277832,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104504.074615308,,Buy,22.01,200,VCVW,NYSE,,VCW52600171543,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092959.037247240,,Buy,157.4,100,VCVW,NYSE,,VCW52600098400,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131525.906581898,,Buy,525.5,90,VCVW,NYSE,,VCW52600244921,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141322.970005376,,Buy,26.2,100,VCVW,NYSE,,VCW52600272666,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094315.863841955,,Buy,21.04,200,VCVW,NYSE,,VCW52600118076,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130623.700313998,,Sell,23.06,100,VCVW,NYSE,,VCW52600240304,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T121320.717900531,,Sell,23.64,100,VCVW,NYSE,,VCW52600217223,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T093823.046559636,,Sell,19.88,100,VCVW,NYSE,,VCW52600112099,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093553.322335972,,Buy,30.68,100,VCVW,NYSE,,VCW52600108601,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T143136.017850175,,Sell,25.22,100,VCVW,NYSE,,VCW52600282644,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T150842.976077873,,Short,7449.4,10,VCVW,NYSE,,VCW52600298000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115856.723867776,,Sell,24.44,300,VCVW,NYSE,,VCW52600210468,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100634.193099177,,Sell,21.79,100,VCVW,NYSE,,VCW52600142543,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093309.747850411,,Sell,24.46,100,VCVW,NYSE,,VCW52600104124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130203.662117670,,Buy,39.49,100,VCVW,NYSE,,VCW52600237627,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100556.440968918,,Short,27.35,100,VCVW,NYSE,,VCW52600141842,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093847.083229629,,Short,18.76,200,VCVW,NYSE,,VCW52600112695,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140012.508117594,,Buy,419.02,100,VCVW,NYSE,,VCW52600267352,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T141235.588154225,,Short,23.5,100,VCVW,NYSE,,VCW52600272297,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134703.504848737,,Short,25.38,200,VCVW,NYSE,,VCW52600260883,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151849.290897899,,Sell,21.2,265,VCVW,NYSE,,VCW52600302806,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093351.974416686,,Buy,11.07,100,VCVW,NYSE,,VCW52600105155,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113709.312929211,,Short,17.95,100,VCVW,NYSE,,VCW52600200024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155613.189485939,,Buy,1165.35,10,VCVW,NYSE,,VCW52600323758,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T120838.483107975,,Sell,20.91,100,VCVW,NYSE,,VCW52600215040,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133426.231058925,,Buy,525.05,42,VCVW,NYSE,,VCW52600254993,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155635.213538350,,Short,21.44,100,VCVW,NYSE,,VCW52600324106,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T125220.401999831,,Sell,24.45,179,VCVW,NYSE,,VCW52600232820,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102145.619308065,,Buy,23.32,100,VCVW,NYSE,,VCW52600155760,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133300.886262001,,Short,7456.98,10,VCVW,NYSE,,VCW52600254364,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T092552.239089964,,Buy,4.77,5000,VCVW,NYSE,,VCW52600091259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T125149.365955392,,Buy,19.14,400,VCVW,NYSE,,VCW52600232549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114934.649411590,,Short,24.06,32,VCVW,NYSE,,VCW52600206140,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133640.901091148,,Sell,14.72,106,VCVW,NYSE,,VCW52600255992,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135815.498777228,,Buy,11.9,500,VCVW,NYSE,,VCW52600266498,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123347.593282732,,Sell,20.72,300,VCVW,NYSE,,VCW52600225353,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T112350.289171221,,Buy,21.53,400,VCVW,NYSE,,VCW52600192825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T122456.176452059,,Sell,17.93,1335,VCVW,NYSE,,VCW52600221478,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115631.969369778,,Buy,23.86,100,VCVW,NYSE,,VCW52600209270,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094221.324295377,,Sell,18.26,100,VCVW,NYSE,,VCW52600116850,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154916.316476387,,Buy,18.52,100,VCVW,NYSE,,VCW52600318234,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095912.291398751,,Sell,18.37,1000,VCVW,NYSE,,VCW52600135344,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130102.660976831,,Sell,22.5,100,VCVW,NYSE,,VCW52600236807,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092949.664301716,,Sell,,400,VCVW,NYSE,,VCW52600098021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112312.235618276,,Sell,22.24,500,VCVW,NYSE,,VCW52600192510,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110451.508120842,,Buy,23.88,200,VCVW,NYSE,,VCW52600182464,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115417.716526862,,Buy,24.5,500,VCVW,NYSE,,VCW52600208286,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123627.550345395,,Sell,25.83,100,VCVW,NYSE,,VCW52600226213,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T143658.147704342,,Buy,18.77,100,VCVW,NYSE,,VCW52600285102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T123429.429449716,,Buy,21.6,100,VCVW,NYSE,,VCW52600225671,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155016.748923076,,Buy,24.13,100,VCVW,NYSE,,VCW52600318964,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094803.315453871,,Short,7401.5,10,VCVW,NYSE,,VCW52600123329,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104002.715820213,,Short,23.54,200,VCVW,NYSE,,VCW52600168433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102846.831786719,,Short,17.77,100,VCVW,NYSE,,VCW52600161079,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093135.690376310,,Sell,24.66,200,VCVW,NYSE,,VCW52600101373,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104205.039292365,,Buy,42.18,5,VCVW,NYSE,,VCW52600169707,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153915.522724361,,Short,23.34,100,VCVW,NYSE,,VCW52600312938,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100026.947584945,,Short,26.85,200,VCVW,NYSE,,VCW52600136473,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154904.385090278,,Sell,1176,20,VCVW,NYSE,,VCW52600318102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151027.337492454,,Buy,23.19,300,VCVW,NYSE,,VCW52600298807,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151525.213965660,,Buy,24.57,100,VCVW,NYSE,,VCW52600301252,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T145729.004773066,,Buy,23.04,200,VCVW,NYSE,,VCW52600293512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103812.866969736,,Buy,5.55,500,VCVW,NYSE,,VCW52600167236,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095157.779314392,,Buy,25.62,100,VCVW,NYSE,,VCW52600127656,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T145145.204591500,,Short,1787.8,10,VCVW,NYSE,,VCW52600291145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142237.880049881,,Sell,338.1,10,VCVW,NYSE,,VCW52600278035,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102845.775529911,,Short,59.79,50,VCVW,NYSE,,VCW52600161074,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094230.397900524,,Sell,21.91,400,VCVW,NYSE,,VCW52600117023,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093936.992292464,,Buy,11.91,100,VCVW,NYSE,,VCW52600113711,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093058.512811222,,Sell,17.33,504,VCVW,NYSE,,VCW52600100306,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153330.227309774,,Buy,18.92,1000,VCVW,NYSE,,VCW52600309943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155358.037663162,,Buy,22.25,100,VCVW,NYSE,,VCW52600321705,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110827.639086894,,Buy,26.15,100,VCVW,NYSE,,VCW52600184434,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093402.964856407,,Buy,156.35,50,VCVW,NYSE,,VCW52600105423,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112212.311217763,,Sell,11.57,600,VCVW,NYSE,,VCW52600191937,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T155024.397107139,,Buy,274.79,10,VCVW,NYSE,,VCW52600319143,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095302.148225611,,Short,8.68,1,VCVW,NYSE,,VCW52600128715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105004.817846743,,Buy,25.21,100,VCVW,NYSE,,VCW52600174480,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093842.355821672,,Buy,12.16,100,VCVW,NYSE,,VCW52600112523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153643.019870851,,Buy,19.7,300,VCVW,NYSE,,VCW52600311735,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155106.512008651,,Short,21.61,600,VCVW,NYSE,,VCW52600319697,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102355.252852351,,Buy,20.64,100,VCVW,NYSE,,VCW52600157762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T120956.406725500,,Sell,19.72,100,VCVW,NYSE,,VCW52600215643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115151.580857763,,Sell,17.93,500,VCVW,NYSE,,VCW52600207198,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093508.241769861,,Short,24.53,100,VCVW,NYSE,,VCW52600107236,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134842.449791569,,Buy,524.63,51,VCVW,NYSE,,VCW52600261846,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110150.988109890,,Buy,20.24,100,VCVW,NYSE,,VCW52600180610,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141841.801531663,,Sell,7433.04,10,VCVW,NYSE,,VCW52600275895,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100940.974137208,,Buy,23.54,20,VCVW,NYSE,,VCW52600145331,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155508.480869410,,Short,21.21,500,VCVW,NYSE,,VCW52600322648,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100618.654750427,,Buy,18.8,100,VCVW,NYSE,,VCW52600142230,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111443.128817025,,Buy,1169.9,6,VCVW,NYSE,,VCW52600187943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T144324.487635677,,Buy,1176.2,20,VCVW,NYSE,,VCW52600288149,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153702.019583158,,Buy,22,42,VCVW,NYSE,,VCW52600311858,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102255.978824781,,Sell,25.89,100,VCVW,NYSE,,VCW52600156954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111001.412834290,,Buy,23.62,200,VCVW,NYSE,,VCW52600185422,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095250.658474990,,Sell,21.84,300,VCVW,NYSE,,VCW52600128507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133131.944631479,,Buy,18.58,1000,VCVW,NYSE,,VCW52600253731,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141048.389356012,,Sell,7435,39,VCVW,NYSE,,VCW52600271528,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093014.028429563,,Sell,,300,VCVW,NYSE,,VCW52600098926,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154927.357415404,,Short,191.15,500,VCVW,NYSE,,VCW52600318320,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114200.969553528,,Buy,19.12,400,VCVW,NYSE,,VCW52600202387,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092354.770172186,,Buy,10.41,500,VCVW,NYSE,,VCW52600089353,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095336.217904804,,Sell,20.53,500,VCVW,NYSE,,VCW52600129307,,,,,,,,,,,,,,,,,,,,,,,,,,,
